mot,cos_1978,jacc_1978,cos_1981,jacc_1981,cos_1988,jacc_1988,cos_1993,jacc_1993,drift_moyen
tiers,0.5451,0.9474,0.615,0.9474,0.5821,0.9474,0.5381,0.9474,0.5701
démagogie,0.496,1.0,0.5243,1.0,0.6892,1.0,0.5708,1.0,0.5701
préparer,0.4499,1.0,0.4998,1.0,0.6843,1.0,0.6461,0.9474,0.57
climat,0.497,1.0,0.5888,1.0,0.6524,1.0,0.5419,1.0,0.57
bonheur,0.5317,1.0,0.6198,1.0,0.5598,0.9474,0.5674,1.0,0.5697
havre,0.5071,0.75,0.6869,0.9474,0.6348,0.8235,0.4501,0.8235,0.5697
réserver,0.5347,0.9474,0.5387,1.0,0.4872,1.0,0.7177,1.0,0.5696
nouvelle,0.5912,1.0,0.5047,1.0,0.5693,1.0,0.613,1.0,0.5696
appareil,0.4396,0.9474,0.5402,1.0,0.6344,1.0,0.6638,1.0,0.5695
mutation,0.5367,0.8889,0.566,0.9474,0.5733,0.8889,0.6003,0.8889,0.5691
septembre,0.5778,0.8889,0.4737,0.8889,0.6813,0.8235,0.5425,0.9474,0.5688
ajouter,0.5678,1.0,0.623,1.0,0.5597,1.0,0.5243,1.0,0.5687
barrage,0.4572,1.0,0.6881,0.9474,0.6616,1.0,0.4675,1.0,0.5686
réalité,0.5773,1.0,0.5532,1.0,0.554,1.0,0.5889,1.0,0.5684
employer,0.5003,1.0,0.651,1.0,0.6085,1.0,0.513,0.9474,0.5682
modifier,0.6287,1.0,0.5944,0.9474,0.5306,1.0,0.5186,0.9474,0.5681
convier,0.6006,1.0,0.6317,1.0,0.6108,1.0,0.4285,1.0,0.5679
entièrement,0.364,0.8889,0.5703,0.9474,0.7102,0.9474,0.6273,0.8889,0.5679
raison,0.5288,1.0,0.5228,1.0,0.5804,1.0,0.6388,0.9474,0.5677
paralyser,0.4938,1.0,0.5876,0.9474,0.5718,1.0,0.6176,1.0,0.5677
offrir,0.448,0.9474,0.5334,0.9474,0.6635,0.9474,0.625,1.0,0.5675
insécurité,0.3907,1.0,0.5144,0.9474,0.7027,1.0,0.6613,1.0,0.5673
sérieux,0.4781,1.0,0.6996,0.9474,0.5442,1.0,0.5466,0.8889,0.5671
conduite,0.6249,0.8889,0.5052,0.9474,0.5594,0.9474,0.5779,0.9474,0.5669
définitivement,0.5943,0.9474,0.6158,1.0,0.5261,1.0,0.5304,0.9474,0.5667
nimes,0.6509,0.8889,0.5074,0.9474,0.568,0.8889,0.5404,0.8889,0.5667
allemand,0.4657,0.8889,0.5246,0.9474,0.7323,0.9474,0.543,0.8889,0.5664
ampleur,0.6447,1.0,0.5049,1.0,0.5391,1.0,0.5765,1.0,0.5663
respectueux,0.5987,1.0,0.5904,0.9474,0.5565,0.9474,0.519,1.0,0.5662
présente,0.5096,1.0,0.568,1.0,0.6575,0.9474,0.5294,0.9474,0.5661
élargir,0.4855,0.9474,0.5037,1.0,0.7041,1.0,0.5701,0.9474,0.5659
patrick,0.5651,0.8889,0.5902,1.0,0.5328,0.8889,0.5752,0.9474,0.5658
positif,0.5072,0.8235,0.5324,1.0,0.5092,0.8235,0.7136,1.0,0.5656
dépit,0.6846,1.0,0.5023,1.0,0.6149,1.0,0.4601,1.0,0.5655
socialisme,0.402,0.8889,0.4742,0.8889,0.6532,1.0,0.7326,1.0,0.5655
directrice,0.517,0.9474,0.698,1.0,0.4984,0.9474,0.5479,0.8889,0.5653
confronter,0.5038,1.0,0.669,0.8889,0.4951,0.8889,0.5933,0.9474,0.5653
querelle,0.6064,0.9474,0.6194,1.0,0.4713,0.9474,0.5637,0.8889,0.5652
électronique,0.4409,0.8889,0.6476,0.9474,0.5629,0.9474,0.6091,0.75,0.5651
exploiter,0.4994,1.0,0.6109,1.0,0.5521,1.0,0.5979,1.0,0.5651
camp,0.5253,0.9474,0.5578,1.0,0.5643,0.9474,0.6125,1.0,0.565
denis,0.5203,0.9474,0.4498,0.8889,0.6864,0.8889,0.6036,0.9474,0.565
gâchis,0.4456,1.0,0.5848,1.0,0.6202,1.0,0.6084,1.0,0.5647
préoccuper,0.4479,0.8889,0.633,1.0,0.6775,1.0,0.4996,0.9474,0.5645
spécialiser,0.5142,0.9474,0.5596,0.9474,0.6785,0.9474,0.5057,0.9474,0.5645
police,0.4763,0.9474,0.628,1.0,0.5689,0.9474,0.5847,1.0,0.5645
propre,0.5058,1.0,0.5434,1.0,0.5681,1.0,0.6405,0.8889,0.5644
américain,0.5172,0.8235,0.5366,0.8889,0.6309,0.9474,0.5694,0.9474,0.5635
attention,0.4905,0.8889,0.5395,0.8889,0.6117,1.0,0.612,1.0,0.5634
perpignan,0.4911,0.8889,0.6772,0.8889,0.4651,0.9474,0.62,0.8235,0.5634
profiter,0.6857,1.0,0.5192,1.0,0.6254,0.8889,0.4224,1.0,0.5632
circulation,0.504,0.75,0.5185,0.8235,0.671,0.8235,0.5589,0.9474,0.5631
absolu,0.4873,0.8889,0.5176,0.9474,0.5551,1.0,0.6915,0.9474,0.5629
voisin,0.6118,1.0,0.4813,1.0,0.5366,1.0,0.6215,0.8889,0.5628
inutile,0.5237,0.9474,0.6669,1.0,0.5035,1.0,0.5563,1.0,0.5626
allié,0.5746,1.0,0.5419,1.0,0.5455,1.0,0.5884,1.0,0.5626
siècle,0.523,1.0,0.4628,0.9474,0.6875,1.0,0.5761,1.0,0.5624
etienne,0.5719,0.75,0.5271,1.0,0.59,0.9474,0.5605,1.0,0.5624
intérieur,0.4569,0.9474,0.5915,0.9474,0.67,0.9474,0.5295,0.9474,0.562
centriste,0.542,0.9474,0.5147,1.0,0.5681,1.0,0.6224,1.0,0.5618
article,0.4914,0.9474,0.6352,0.9474,0.635,0.9474,0.4853,0.9474,0.5617
représentation,0.5577,0.9474,0.6561,0.9474,0.5624,0.8889,0.4708,0.9474,0.5617
dépendre,0.5856,1.0,0.6385,1.0,0.4927,1.0,0.5297,1.0,0.5616
élaborer,0.3941,0.75,0.4819,0.75,0.7542,1.0,0.6163,1.0,0.5616
parfait,0.585,0.9474,0.481,0.8889,0.5481,0.8889,0.6316,0.9474,0.5615
sauvage,0.5319,1.0,0.5876,0.9474,0.6351,0.8889,0.491,0.9474,0.5614
veiller,0.4859,0.9474,0.5408,1.0,0.5975,1.0,0.6185,1.0,0.5607
contrairement,0.4864,0.9474,0.5769,0.9474,0.5993,0.9474,0.5798,0.9474,0.5606
graphique,0.5599,0.9474,0.6325,0.8889,0.5132,0.9474,0.5365,0.9474,0.5605
coûter,0.4176,0.9474,0.6326,0.9474,0.6008,0.9474,0.5904,1.0,0.5603
céder,0.5185,0.8889,0.5746,1.0,0.5846,1.0,0.5633,1.0,0.5602
assurance,0.4536,0.9474,0.5272,0.8889,0.525,1.0,0.7341,0.8889,0.56
front,0.4758,1.0,0.6429,1.0,0.5521,1.0,0.5688,1.0,0.5599
durand,0.5666,0.8889,0.5287,0.8889,0.6113,0.9474,0.5319,1.0,0.5596
mépris,0.4894,0.9474,0.5997,1.0,0.493,1.0,0.6563,0.9474,0.5596
fraternité,0.5091,0.9474,0.5131,1.0,0.5527,1.0,0.6637,0.9474,0.5596
doute,0.5603,1.0,0.5843,1.0,0.5439,1.0,0.5488,1.0,0.5593
dégradation,0.5326,1.0,0.5616,0.9474,0.5673,0.9474,0.5754,1.0,0.5593
territoire,0.6073,0.8889,0.5702,0.8889,0.6077,0.8889,0.452,0.8235,0.5593
unique,0.3819,1.0,0.5154,1.0,0.7631,1.0,0.5763,1.0,0.5592
moral,0.5438,0.8889,0.693,0.9474,0.4594,0.9474,0.5408,1.0,0.5592
martin,0.6146,1.0,0.5517,0.9474,0.5289,0.9474,0.5416,0.8889,0.5592
brest,0.4912,0.75,0.4575,0.8235,0.6596,0.75,0.6272,0.9474,0.5589
proportionnel,0.5293,0.9474,0.5695,0.9474,0.4905,0.9474,0.6464,0.9474,0.5589
néfaste,0.4044,1.0,0.7214,1.0,0.6611,1.0,0.4487,1.0,0.5589
riche,0.5632,1.0,0.5578,1.0,0.5924,1.0,0.5205,1.0,0.5585
régler,0.536,0.9474,0.6655,0.9474,0.5907,0.9474,0.4415,0.9474,0.5584
logique,0.6468,1.0,0.4501,0.9474,0.6275,1.0,0.5093,1.0,0.5584
prévoir,0.4824,0.9474,0.5486,0.9474,0.5461,1.0,0.6559,1.0,0.5582
baisse,0.5578,1.0,0.5144,0.9474,0.5741,1.0,0.5855,1.0,0.558
renforcer,0.4564,1.0,0.6711,1.0,0.5468,0.9474,0.5579,0.9474,0.558
conférence,0.5052,0.8889,0.606,0.8889,0.5904,0.8889,0.5301,0.8889,0.5579
lier,0.5531,1.0,0.5867,1.0,0.535,1.0,0.5562,1.0,0.5577
actif,0.447,1.0,0.528,1.0,0.483,1.0,0.7723,1.0,0.5576
juridique,0.519,1.0,0.6077,1.0,0.5554,1.0,0.548,1.0,0.5575
passion,0.5447,0.9474,0.4837,1.0,0.6201,0.9474,0.5814,1.0,0.5575
facteur,0.4077,0.9474,0.6337,1.0,0.6502,1.0,0.5372,0.9474,0.5572
accueillir,0.6029,0.9474,0.5626,1.0,0.6065,1.0,0.4567,0.9474,0.5572
officiel,0.4476,0.9474,0.656,1.0,0.6326,1.0,0.4923,0.9474,0.5571
régime,0.4612,1.0,0.5938,1.0,0.6469,1.0,0.5259,1.0,0.557
énorme,0.5587,1.0,0.428,0.9474,0.6044,1.0,0.6356,1.0,0.5567
main,0.4635,1.0,0.6409,1.0,0.6068,1.0,0.5152,0.8889,0.5566
informatique,0.49,0.9474,0.5568,0.8235,0.5957,1.0,0.5838,0.8889,0.5566
rang,0.5222,0.9474,0.6779,1.0,0.4696,1.0,0.5563,0.9474,0.5565
automobile,0.466,0.9474,0.4866,1.0,0.6818,0.9474,0.5917,0.9474,0.5565
supplémentaire,0.5688,1.0,0.4928,1.0,0.6763,1.0,0.4876,0.9474,0.5564
paraître,0.5545,0.8889,0.6055,0.9474,0.5877,1.0,0.4778,0.8889,0.5564
heureux,0.4351,1.0,0.5239,1.0,0.7205,1.0,0.5456,1.0,0.5563
contribuer,0.4682,1.0,0.5582,1.0,0.5795,1.0,0.6191,1.0,0.5562
concours,0.5075,0.8235,0.4589,0.8235,0.7509,0.8889,0.5073,0.8889,0.5561
vincent,0.5949,0.8889,0.5019,0.8889,0.4653,0.8235,0.662,1.0,0.556
alsace,0.5278,0.8889,0.5128,0.9474,0.5121,0.8889,0.6713,0.9474,0.556
productivité,0.568,0.8889,0.5464,0.9474,0.5947,1.0,0.5149,1.0,0.556
pénaliser,0.4862,0.8889,0.668,1.0,0.5835,0.8889,0.486,0.9474,0.5559
traduire,0.5018,1.0,0.7011,1.0,0.4647,1.0,0.5545,1.0,0.5555
reconnaître,0.5961,1.0,0.5578,1.0,0.514,1.0,0.5541,1.0,0.5555
clichy,0.471,0.9474,0.5256,0.9474,0.6342,0.9474,0.5908,0.9474,0.5554
simple,0.5403,1.0,0.5642,0.9474,0.4967,1.0,0.62,1.0,0.5553
bientôt,0.5591,1.0,0.5268,1.0,0.5398,1.0,0.5948,1.0,0.5551
instituer,0.4905,1.0,0.562,0.9474,0.5681,0.9474,0.5993,1.0,0.555
collaboration,0.6189,0.9474,0.5162,0.9474,0.5914,0.9474,0.4935,0.9474,0.555
normal,0.5466,1.0,0.5424,1.0,0.581,1.0,0.5484,1.0,0.5546
élever,0.4926,0.9474,0.5559,0.8889,0.4738,1.0,0.696,1.0,0.5546
aspirer,0.5368,0.8889,0.5723,0.9474,0.557,1.0,0.5521,1.0,0.5545
nantes,0.4903,0.75,0.5336,0.8235,0.5854,0.8889,0.6079,0.8235,0.5543
bertrand,0.565,0.9474,0.5923,1.0,0.4706,0.8889,0.5881,1.0,0.554
prévention,0.484,1.0,0.5599,0.9474,0.5427,1.0,0.6295,0.8889,0.554
tourner,0.5304,1.0,0.6047,1.0,0.5059,1.0,0.5746,1.0,0.5539
grenoble,0.5687,0.9474,0.6182,0.8889,0.5151,0.8889,0.5133,0.8235,0.5538
estime,0.5495,0.8235,0.4926,0.8889,0.6052,1.0,0.5669,0.9474,0.5536
promouvoir,0.5059,0.9474,0.406,1.0,0.7267,1.0,0.5758,0.9474,0.5536
partout,0.5966,1.0,0.5698,1.0,0.5959,1.0,0.4512,1.0,0.5534
disperser,0.5489,0.8889,0.5474,0.9474,0.5868,1.0,0.5299,0.9474,0.5533
meuse,0.4602,0.9474,0.623,0.9474,0.5605,0.9474,0.5697,1.0,0.5533
mobilisation,0.5823,1.0,0.5551,0.9474,0.5376,1.0,0.5378,1.0,0.5532
unir,0.5298,1.0,0.5212,1.0,0.6375,1.0,0.5235,0.9474,0.553
détruire,0.4402,1.0,0.5726,1.0,0.6357,1.0,0.5632,1.0,0.5529
insupportable,0.5455,1.0,0.4502,0.9474,0.5417,1.0,0.6735,0.9474,0.5527
marc,0.4751,0.75,0.6819,0.8235,0.4952,0.9474,0.557,0.8889,0.5523
appliquer,0.4725,0.9474,0.4906,0.9474,0.6375,1.0,0.6083,1.0,0.5522
prêt,0.4136,1.0,0.59,1.0,0.6195,1.0,0.5853,1.0,0.5521
épouse,0.5346,1.0,0.6305,0.9474,0.4733,0.9474,0.5688,0.8889,0.5518
temps,0.5223,1.0,0.5669,1.0,0.5483,1.0,0.5697,1.0,0.5518
inquiet,0.6433,0.9474,0.3971,0.9474,0.6086,1.0,0.5581,1.0,0.5518
surmonter,0.5785,0.8889,0.5575,0.9474,0.6003,0.8889,0.4706,0.9474,0.5517
discrimination,0.4728,1.0,0.4949,1.0,0.5811,1.0,0.6579,0.9474,0.5517
jour,0.5237,1.0,0.63,1.0,0.4568,1.0,0.596,1.0,0.5516
lorient,0.5071,0.9474,0.502,0.9474,0.6573,0.8889,0.54,0.8889,0.5516
origine,0.5411,1.0,0.625,0.8889,0.3945,1.0,0.6455,1.0,0.5515
juste,0.4602,1.0,0.6325,1.0,0.5133,1.0,0.5999,1.0,0.5515
régulièrement,0.4806,0.75,0.527,0.9474,0.7267,0.9474,0.4704,0.9474,0.5512
stopper,0.6626,0.9474,0.5634,0.9474,0.5519,1.0,0.4267,1.0,0.5511
spécial,0.4586,1.0,0.6706,1.0,0.5499,1.0,0.5249,1.0,0.551
relâche,0.5101,0.8889,0.4943,0.9474,0.6711,1.0,0.5276,0.8889,0.5508
gagner,0.4764,0.9474,0.5454,1.0,0.6363,0.9474,0.5438,0.9474,0.5504
morbihan,0.5047,0.8889,0.4581,0.8889,0.5143,0.8889,0.7241,0.9474,0.5503
propriétaire,0.5578,0.8889,0.5033,0.75,0.6337,1.0,0.5061,1.0,0.5502
intervenir,0.5751,0.9474,0.5324,0.8889,0.5229,0.9474,0.5701,0.9474,0.5501
établir,0.5833,0.9474,0.5851,1.0,0.5151,0.9474,0.517,1.0,0.5501
fier,0.5959,1.0,0.6864,1.0,0.4542,1.0,0.463,1.0,0.5499
matériel,0.5454,0.9474,0.5323,1.0,0.5914,1.0,0.5295,0.9474,0.5496
période,0.5356,1.0,0.5681,1.0,0.5851,1.0,0.5092,1.0,0.5495
enthousiasme,0.5628,1.0,0.5326,0.9474,0.6329,1.0,0.469,1.0,0.5493
fond,0.6075,0.9474,0.4572,0.8889,0.5691,0.8235,0.5629,0.75,0.5492
journaliste,0.4445,0.8889,0.512,0.8889,0.6245,0.8235,0.6149,1.0,0.549
négliger,0.5461,1.0,0.5511,1.0,0.5633,0.9474,0.5353,1.0,0.549
accéder,0.5777,1.0,0.5376,1.0,0.5828,1.0,0.4975,0.9474,0.5489
somme,0.7325,1.0,0.5079,1.0,0.4653,1.0,0.4895,0.9474,0.5488
réponse,0.5928,0.9474,0.4599,0.8889,0.5982,0.9474,0.5436,1.0,0.5486
lozère,0.4953,1.0,0.5325,0.9474,0.5356,0.9474,0.6311,1.0,0.5486
comprendre,0.5148,1.0,0.5663,1.0,0.61,1.0,0.5025,0.9474,0.5484
progressivement,0.5153,1.0,0.4973,0.9474,0.624,1.0,0.5558,0.9474,0.5481
marché,0.4791,1.0,0.491,1.0,0.6697,1.0,0.5526,1.0,0.5481
mériter,0.4862,0.9474,0.6432,1.0,0.5202,0.9474,0.5423,1.0,0.548
honorer,0.4928,0.75,0.5534,0.8235,0.6465,0.8889,0.4994,0.9474,0.548
chrétien,0.5355,0.9474,0.4963,0.9474,0.5504,0.9474,0.6088,1.0,0.5478
rejeter,0.5309,0.9474,0.5412,1.0,0.5993,1.0,0.5196,1.0,0.5477
dirigeant,0.6522,1.0,0.5146,1.0,0.5521,1.0,0.4715,0.9474,0.5476
rien,0.475,1.0,0.465,1.0,0.6713,1.0,0.5786,1.0,0.5475
adhérer,0.4245,0.75,0.5295,1.0,0.5584,0.8235,0.6773,1.0,0.5474
politicien,0.4174,1.0,0.5902,1.0,0.625,1.0,0.5556,1.0,0.5471
composer,0.5171,0.8889,0.566,1.0,0.4908,1.0,0.614,0.9474,0.547
exclusif,0.5183,1.0,0.5863,1.0,0.4993,1.0,0.5843,1.0,0.547
cheminot,0.5499,1.0,0.5041,0.9474,0.5628,0.9474,0.5712,1.0,0.547
cesser,0.7015,1.0,0.4981,0.9474,0.4857,1.0,0.5026,1.0,0.547
travailler,0.5545,0.9474,0.5385,0.9474,0.6014,1.0,0.4926,0.9474,0.5468
patrie,0.5296,1.0,0.6235,1.0,0.4741,1.0,0.5591,1.0,0.5466
perte,0.3981,0.9474,0.5173,1.0,0.6834,1.0,0.5872,1.0,0.5465
servir,0.6049,1.0,0.4623,0.9474,0.6305,1.0,0.4882,1.0,0.5465
possibilité,0.4646,1.0,0.6406,1.0,0.54,1.0,0.5406,1.0,0.5465
répartition,0.4845,0.8889,0.5061,0.9474,0.6229,0.8889,0.5721,1.0,0.5464
gabriel,0.5404,0.8235,0.5177,0.8235,0.5276,0.9474,0.6001,1.0,0.5464
régulier,0.563,0.8889,0.5416,0.8889,0.5506,0.9474,0.5305,0.9474,0.5464
urne,0.5199,0.9474,0.5361,0.8889,0.6056,0.9474,0.5231,1.0,0.5462
anime,0.5847,1.0,0.4773,0.9474,0.5633,0.8889,0.5589,0.9474,0.5461
élan,0.5168,1.0,0.5928,1.0,0.5493,1.0,0.5253,1.0,0.546
existence,0.5608,0.9474,0.5049,0.9474,0.5193,0.8889,0.5987,0.9474,0.5459
détermination,0.4736,1.0,0.6644,0.9474,0.5,0.8889,0.5448,1.0,0.5457
physique,0.5052,0.8889,0.6009,0.8889,0.5273,0.9474,0.5485,1.0,0.5455
répéter,0.5175,1.0,0.6318,1.0,0.5521,1.0,0.48,1.0,0.5454
événement,0.4639,0.9474,0.5883,1.0,0.5637,0.8235,0.5654,1.0,0.5453
considérer,0.5908,1.0,0.4548,1.0,0.7486,1.0,0.3867,1.0,0.5452
barrer,0.534,0.8889,0.4505,0.8235,0.5517,0.9474,0.6445,0.8889,0.5452
retard,0.5165,0.8889,0.569,1.0,0.5421,0.9474,0.553,1.0,0.5451
poursuite,0.5632,1.0,0.6488,0.9474,0.4411,0.8889,0.5269,0.8889,0.545
vendre,0.5616,0.9474,0.4834,1.0,0.5395,0.9474,0.5954,1.0,0.545
rapide,0.5288,1.0,0.5532,1.0,0.5108,1.0,0.5869,1.0,0.5449
clarté,0.5588,1.0,0.5833,0.9474,0.5422,0.8889,0.4954,0.9474,0.5449
essor,0.427,0.8889,0.69,1.0,0.567,0.9474,0.4958,0.9474,0.5449
garantie,0.4747,0.9474,0.6066,0.9474,0.5303,1.0,0.5681,1.0,0.5449
exercice,0.4161,1.0,0.6297,1.0,0.6363,1.0,0.4965,1.0,0.5446
personnellement,0.4825,0.9474,0.5048,1.0,0.5887,1.0,0.6016,0.9474,0.5444
ailleurs,0.5584,1.0,0.5059,1.0,0.5879,1.0,0.5247,1.0,0.5443
charente,0.4975,0.8235,0.5777,0.8889,0.563,0.9474,0.5377,0.8889,0.544
accentuer,0.4503,0.9474,0.6043,0.9474,0.5225,0.9474,0.598,1.0,0.5438
sagesse,0.6232,0.9474,0.479,0.8889,0.5752,0.8889,0.4979,1.0,0.5438
atteinte,0.525,1.0,0.4815,0.9474,0.5038,1.0,0.6643,0.8889,0.5437
plupart,0.4415,1.0,0.6202,1.0,0.6883,1.0,0.4248,1.0,0.5437
décembre,0.5366,0.8889,0.5606,0.8889,0.5752,0.8235,0.5016,0.9474,0.5435
hérault,0.4662,0.8235,0.5945,0.8235,0.5147,0.9474,0.5982,0.9474,0.5434
inscrire,0.5124,0.8889,0.4896,0.8889,0.5521,1.0,0.6193,1.0,0.5434
mitterrand,0.3946,0.8889,0.5659,0.9474,0.614,0.9474,0.5986,0.9474,0.5433
terminer,0.4606,0.9474,0.5122,0.9474,0.6709,1.0,0.5293,0.9474,0.5432
giscard_estaing,0.4883,0.9474,0.5759,0.9474,0.6087,0.9474,0.4994,0.9474,0.5431
gage,0.5184,0.8889,0.6121,0.9474,0.4694,0.9474,0.5723,1.0,0.543
alsacien,0.4568,0.9474,0.5018,0.9474,0.5731,0.9474,0.64,0.9474,0.5429
renforcement,0.5488,0.9474,0.489,0.9474,0.5616,0.9474,0.5719,0.8889,0.5428
chimique,0.5201,1.0,0.5131,0.8889,0.4988,0.8889,0.6381,0.9474,0.5425
génération,0.4753,0.9474,0.49,0.9474,0.5293,1.0,0.6747,1.0,0.5423
abus,0.5898,1.0,0.4118,1.0,0.6035,0.9474,0.5637,1.0,0.5422
serge,0.5582,0.8235,0.6604,0.8235,0.5023,0.8889,0.4481,0.8235,0.5422
siéger,0.4589,0.8235,0.5633,1.0,0.6061,0.8889,0.5404,0.75,0.5422
fortune,0.5104,1.0,0.6414,1.0,0.5127,1.0,0.5041,1.0,0.5421
préférer,0.5775,1.0,0.5484,1.0,0.4597,1.0,0.5828,1.0,0.5421
classe,0.3722,0.9474,0.5838,1.0,0.571,0.8235,0.6414,0.8889,0.5421
anne,0.544,0.8889,0.4963,0.9474,0.5537,0.9474,0.5734,0.9474,0.5419
contrat,0.5281,0.9474,0.6651,0.9474,0.4947,1.0,0.4796,0.9474,0.5419
précis,0.4601,0.8889,0.6396,1.0,0.57,1.0,0.4977,0.9474,0.5418
machine,0.4505,0.8889,0.4176,0.9474,0.7031,0.9474,0.5956,1.0,0.5417
nombre,0.5341,1.0,0.4635,0.9474,0.5592,1.0,0.6093,1.0,0.5415
libérer,0.5228,0.8889,0.445,0.8889,0.6122,0.9474,0.5851,1.0,0.5413
immense,0.4592,1.0,0.4802,1.0,0.5614,1.0,0.6643,0.9474,0.5413
refuser,0.5589,1.0,0.5709,1.0,0.5246,1.0,0.5105,1.0,0.5412
nature,0.4436,0.75,0.4547,0.8235,0.6022,0.8235,0.6638,1.0,0.5411
peser,0.556,0.9474,0.4456,0.9474,0.5838,0.9474,0.5785,1.0,0.541
nécessaire,0.5469,0.9474,0.4883,0.9474,0.5532,0.9474,0.5753,0.9474,0.5409
libéralisme,0.6674,0.9474,0.5352,1.0,0.52,1.0,0.4405,1.0,0.5408
laisser,0.4914,0.9474,0.489,0.9474,0.6293,1.0,0.5533,0.9474,0.5408
sérénité,0.552,0.9474,0.4008,0.8889,0.6288,1.0,0.5808,1.0,0.5406
réactionnaire,0.5889,0.9474,0.4599,0.9474,0.6623,1.0,0.4506,0.9474,0.5404
empêcher,0.4398,1.0,0.5065,0.9474,0.5152,1.0,0.6997,1.0,0.5403
imprimeri,0.5089,0.9474,0.5212,0.9474,0.5789,0.9474,0.5511,0.9474,0.54
moderniser,0.4835,0.75,0.4435,0.8889,0.5959,1.0,0.637,1.0,0.54
invite,0.6016,0.8235,0.4964,0.6667,0.5201,0.9474,0.5411,1.0,0.5398
major,0.5621,0.8889,0.6255,0.9474,0.4744,0.8889,0.4968,0.9474,0.5397
manifestation,0.4079,0.9474,0.5351,1.0,0.6122,1.0,0.6032,1.0,0.5396
hospitalier,0.4582,0.8889,0.6196,0.8889,0.5841,0.9474,0.4966,0.8889,0.5396
majoritaire,0.4808,0.9474,0.5596,1.0,0.44,1.0,0.6778,1.0,0.5396
banlieue,0.4797,0.9474,0.525,0.8889,0.6177,1.0,0.5356,1.0,0.5395
bois,0.4711,0.9474,0.613,0.8889,0.5222,1.0,0.5519,0.8889,0.5395
demeure,0.5334,1.0,0.4752,1.0,0.7002,1.0,0.4488,1.0,0.5394
relancer,0.6211,1.0,0.5377,1.0,0.4792,0.9474,0.5193,1.0,0.5393
élargissement,0.5372,0.8889,0.5338,1.0,0.6466,1.0,0.4397,0.9474,0.5393
radio,0.4449,0.8889,0.5488,0.8889,0.6497,0.9474,0.5135,0.8889,0.5392
technicien,0.4525,0.9474,0.5772,0.9474,0.5845,0.9474,0.5408,0.9474,0.5388
mineur,0.5086,1.0,0.6279,1.0,0.5103,0.9474,0.5081,0.9474,0.5387
nancy,0.4441,0.8889,0.6048,0.8889,0.5874,0.8889,0.5182,0.9474,0.5386
loiret,0.4405,1.0,0.4976,0.8235,0.6537,0.9474,0.5623,0.8889,0.5385
apprendre,0.4752,0.9474,0.4193,0.8889,0.6839,0.8889,0.5755,0.9474,0.5385
ardent,0.3977,0.9474,0.4872,0.9474,0.5863,0.9474,0.6826,0.9474,0.5385
place,0.5874,1.0,0.57,1.0,0.4461,1.0,0.5501,1.0,0.5384
entendre,0.4371,0.8889,0.5615,1.0,0.496,1.0,0.6585,1.0,0.5383
tromper,0.5431,0.8889,0.5194,1.0,0.5484,1.0,0.5419,0.8235,0.5382
fois,0.5156,1.0,0.5185,1.0,0.5427,1.0,0.5755,1.0,0.5381
michèle,0.493,0.8889,0.4931,0.9474,0.6654,0.8889,0.5008,0.9474,0.5381
ouest,0.4596,1.0,0.6175,1.0,0.5773,1.0,0.4976,1.0,0.538
égard,0.5458,1.0,0.5389,1.0,0.5734,0.9474,0.4928,0.9474,0.5377
diversifier,0.6391,1.0,0.5087,1.0,0.514,1.0,0.4885,0.9474,0.5376
maître,0.4003,0.8889,0.5201,0.8889,0.5065,0.9474,0.7227,1.0,0.5374
plaine,0.4931,0.8235,0.4395,0.8235,0.6308,0.8889,0.5863,0.8889,0.5374
démarche,0.5635,0.9474,0.4674,0.9474,0.4877,1.0,0.6286,1.0,0.5368
échange,0.4517,1.0,0.5689,0.9474,0.6346,1.0,0.4912,0.9474,0.5366
cesse,0.3965,0.8889,0.6607,1.0,0.5646,1.0,0.5238,0.9474,0.5364
droit_homme,0.4449,1.0,0.6578,1.0,0.6065,1.0,0.4365,0.9474,0.5364
lorraine,0.5048,0.8235,0.6022,1.0,0.5248,0.6667,0.5123,1.0,0.536
partager,0.5472,1.0,0.5483,1.0,0.4974,0.8889,0.5507,0.9474,0.5359
francis,0.4978,0.75,0.5397,0.9474,0.6097,0.8235,0.4945,0.8235,0.5354
communal,0.423,0.6667,0.5418,0.75,0.5669,0.8235,0.6092,0.8235,0.5352
payer,0.438,0.9474,0.5665,1.0,0.5002,0.8889,0.6362,1.0,0.5352
rigueur,0.3649,0.9474,0.6813,1.0,0.5026,1.0,0.5922,0.9474,0.5352
bourg,0.4392,0.8889,0.5537,0.8889,0.6093,0.8889,0.5382,0.9474,0.5351
concrétiser,0.4069,0.9474,0.5725,0.9474,0.6208,1.0,0.5389,0.9474,0.5348
perspective,0.5264,1.0,0.5987,1.0,0.5277,1.0,0.4858,1.0,0.5347
embauche,0.5131,1.0,0.5127,0.9474,0.5722,1.0,0.5408,0.9474,0.5347
alliance,0.4722,1.0,0.4748,1.0,0.5331,0.9474,0.6586,1.0,0.5347
réalisme,0.5547,0.8235,0.5543,0.8889,0.4921,0.75,0.5375,1.0,0.5346
exceptionnel,0.505,0.8889,0.5438,1.0,0.5642,1.0,0.5252,1.0,0.5345
engagement,0.5207,1.0,0.4508,0.9474,0.6497,1.0,0.5164,1.0,0.5344
multiple,0.492,0.9474,0.5248,1.0,0.5339,1.0,0.5861,1.0,0.5342
