mot,cos_1978,jacc_1978,cos_1981,jacc_1981,cos_1988,jacc_1988,cos_1993,jacc_1993,drift_moyen
compétence,0.344,0.6667,0.3599,0.6667,0.3595,0.6667,0.388,0.75,0.3629
entreprise,0.3543,0.8889,0.2914,0.9474,0.3253,0.8235,0.478,0.9474,0.3623
niveau,0.3762,1.0,0.3654,1.0,0.3636,1.0,0.3433,1.0,0.3621
instituteur,0.2175,0.8889,0.3779,0.75,0.5005,0.75,0.3509,0.8889,0.3617
éducation,0.3851,0.9474,0.266,0.75,0.3813,0.8235,0.4106,0.9474,0.3608
réforme,0.2758,0.8235,0.3104,1.0,0.4078,0.8889,0.4489,1.0,0.3607
intercommunal,0.335,0.6667,0.3168,0.6667,0.394,0.8235,0.3959,0.75,0.3604
équilibre,0.3477,0.8889,0.3647,0.8889,0.4207,0.8889,0.308,0.8889,0.3603
social,0.2654,0.8235,0.2833,0.75,0.4239,0.9474,0.4656,0.9474,0.3596
richesse,0.3374,0.9474,0.3913,0.9474,0.3025,1.0,0.4063,1.0,0.3594
impôt,0.2541,0.8235,0.2845,0.75,0.3522,1.0,0.5409,0.9474,0.3579
urbain,0.3042,0.6667,0.3331,0.6667,0.4485,0.6667,0.3447,0.8889,0.3576
achat,0.299,0.75,0.3656,0.75,0.3599,0.8235,0.4048,1.0,0.3573
rené,0.3176,0.75,0.4203,0.75,0.3839,0.8889,0.3039,0.5714,0.3564
républicain,0.2462,0.8889,0.3393,0.8889,0.438,0.9474,0.4004,1.0,0.356
candidature,0.262,0.9474,0.4432,0.9474,0.3753,0.8235,0.3421,0.9474,0.3556
contact,0.2779,0.8235,0.3644,0.9474,0.3767,0.9474,0.4031,0.8889,0.3555
votez,0.2908,0.8235,0.2353,0.6667,0.3637,0.8235,0.5313,0.9474,0.3553
environnement,0.2782,0.75,0.3732,0.75,0.4132,0.8235,0.3563,1.0,0.3552
création,0.2318,0.8889,0.2825,0.9474,0.4599,0.9474,0.4463,0.9474,0.3551
charger,0.3624,0.75,0.3499,0.75,0.3579,0.8235,0.3502,0.8235,0.3551
européen,0.3224,0.9474,0.4276,0.9474,0.3701,0.9474,0.3001,0.9474,0.355
henri,0.2794,0.5714,0.4072,0.8235,0.3785,0.75,0.3546,0.75,0.3549
preuve,0.2565,0.8889,0.3822,0.75,0.3937,0.8235,0.3866,1.0,0.3548
consacrer,0.2915,0.75,0.4178,0.8889,0.4023,0.8889,0.3059,0.8889,0.3544
sport,0.2127,0.75,0.3852,0.6667,0.4286,0.75,0.3911,0.6667,0.3544
salarié,0.2926,0.8235,0.424,0.8235,0.3403,0.75,0.3588,0.9474,0.3539
voter,0.3478,0.8889,0.3217,0.8889,0.3958,0.9474,0.3497,0.9474,0.3537
commercial,0.3074,0.8889,0.2824,0.8235,0.3814,0.8235,0.4437,0.8235,0.3537
supérieur,0.292,0.75,0.3491,0.6667,0.4543,0.8235,0.3163,0.8235,0.3529
délégué,0.337,0.6667,0.3253,0.6667,0.345,0.75,0.4015,0.8235,0.3522
naturel,0.3808,0.8235,0.2521,0.8235,0.3231,0.6667,0.4492,0.9474,0.3513
candidats,0.3507,0.75,0.3368,0.75,0.3599,0.8235,0.3576,0.75,0.3512
imprimerie,0.2974,0.9474,0.3004,0.8889,0.3902,0.8889,0.4163,0.8889,0.3511
libre,0.24,0.9474,0.3029,0.8889,0.4056,1.0,0.4538,0.9474,0.3506
formation,0.2981,0.75,0.5018,0.9474,0.2682,0.8235,0.3331,0.8235,0.3503
désenclavement,0.3137,0.6667,0.4061,0.8235,0.3564,0.5714,0.3213,0.6667,0.3494
artisanal,0.3645,0.8235,0.3152,0.8235,0.3565,0.8235,0.359,0.75,0.3488
reconnaissance,0.3558,0.9474,0.3307,0.9474,0.3997,1.0,0.3072,0.9474,0.3484
routier,0.3669,0.8889,0.4165,0.6667,0.2578,0.4615,0.3525,0.4615,0.3484
aménagement,0.2898,0.75,0.3134,0.9474,0.4049,0.8889,0.3833,0.8889,0.3479
heure,0.28,0.8889,0.3418,0.8889,0.4272,0.9474,0.3422,0.8889,0.3478
michel,0.2751,0.5714,0.3389,0.5714,0.4552,0.8889,0.3213,0.6667,0.3476
plan,0.4059,0.9474,0.3111,0.9474,0.3565,0.8235,0.316,0.8889,0.3474
exploitant,0.2472,0.6667,0.3076,0.6667,0.4725,0.5714,0.3616,0.5714,0.3472
concertation,0.3763,0.75,0.2825,0.75,0.3333,0.6667,0.3958,0.8889,0.347
majorité,0.2973,0.8889,0.3218,0.9474,0.3245,0.9474,0.4417,1.0,0.3463
agrégé,0.3247,0.8235,0.3009,0.6667,0.3949,0.75,0.364,0.75,0.3461
efficacité,0.3057,0.8235,0.3436,0.8235,0.3286,0.8889,0.4056,0.9474,0.3459
hôpital,0.3214,1.0,0.3445,0.9474,0.3249,0.8889,0.3916,0.9474,0.3456
diplômer,0.2956,0.75,0.2687,0.4615,0.381,0.75,0.4298,0.8235,0.3438
investissement,0.3477,0.8235,0.3306,0.8889,0.3879,0.9474,0.3089,0.9474,0.3438
revalorisation,0.2986,0.6667,0.3813,0.6667,0.401,0.8889,0.2927,1.0,0.3434
droit,0.2715,0.9474,0.2539,0.9474,0.414,1.0,0.4329,0.9474,0.3431
union,0.3387,0.6667,0.3221,0.8889,0.3111,0.9474,0.3968,1.0,0.3422
confirmer,0.1834,0.75,0.2818,0.8889,0.43,1.0,0.4614,0.8235,0.3392
louis,0.3066,0.4615,0.3329,0.6667,0.3734,0.75,0.3418,0.6667,0.3387
ferroviaire,0.291,0.5714,0.3704,0.6667,0.4051,0.3333,0.2877,0.6667,0.3386
justice,0.2535,0.8235,0.3824,0.8889,0.3671,1.0,0.3478,0.9474,0.3377
augmentation,0.2358,0.8235,0.3066,0.75,0.4147,0.5714,0.3925,1.0,0.3374
familial,0.2877,0.9474,0.2322,0.8235,0.3092,0.8889,0.5202,0.9474,0.3373
développer,0.332,0.8235,0.3797,0.8889,0.3431,0.8235,0.2889,0.8235,0.336
fédération,0.2795,0.5714,0.298,0.5714,0.3774,0.8235,0.3886,0.75,0.3358
adapter,0.4108,0.8889,0.3647,0.9474,0.2858,0.8235,0.2795,0.8235,0.3352
radical,0.1882,0.8235,0.28,0.75,0.4421,0.9474,0.4272,0.75,0.3344
paris,0.3059,0.8889,0.2757,0.8235,0.4077,0.9474,0.3465,0.9474,0.3339
famille,0.265,0.8235,0.366,0.8235,0.379,0.9474,0.3243,0.8889,0.3336
dernier,0.2481,0.8889,0.3432,0.8889,0.389,1.0,0.3521,0.8889,0.3331
effort,0.2341,0.8889,0.2647,0.8889,0.3096,0.9474,0.5168,1.0,0.3313
lettre,0.2001,0.6667,0.3996,0.8235,0.4279,0.8235,0.2962,0.75,0.3309
touristique,0.2644,0.75,0.3315,0.8235,0.3828,0.9474,0.3444,0.75,0.3308
activité,0.3441,0.8889,0.3501,0.9474,0.2231,0.8235,0.4043,1.0,0.3304
commandeur,0.314,0.3333,0.2885,0.4615,0.3209,0.4615,0.3966,0.3333,0.33
institut,0.2738,0.5714,0.296,0.5714,0.4201,0.75,0.3295,0.6667,0.3299
pêche,0.2869,0.6667,0.3626,0.5714,0.3477,0.6667,0.3195,0.8235,0.3292
mandat,0.359,0.8889,0.3108,0.8889,0.398,0.9474,0.2489,0.75,0.3292
transport,0.2878,0.9474,0.3061,0.8889,0.3451,0.8235,0.3757,0.9474,0.3287
alain,0.3077,0.8235,0.3118,0.5714,0.3387,0.8235,0.3553,0.8235,0.3284
allocation,0.2114,0.6667,0.2675,0.4615,0.38,0.8889,0.4542,0.9474,0.3283
roger,0.1987,0.6667,0.3898,0.6667,0.4356,0.75,0.2863,0.6667,0.3276
auch,0.3061,0.8889,0.3304,0.9474,0.3161,1.0,0.3565,1.0,0.3273
liaison,0.2218,0.75,0.3752,0.75,0.3871,0.6667,0.3242,0.5714,0.3271
paix,0.3009,0.8889,0.2591,0.8889,0.3466,0.8889,0.3982,0.75,0.3262
témoigner,0.2698,0.6667,0.3085,0.8235,0.4049,0.6667,0.3212,0.8235,0.3261
salaire,0.2822,0.8889,0.209,0.6667,0.3425,0.75,0.4703,0.9474,0.326
ohne,0.2573,0.8235,0.3321,0.8889,0.3613,0.9474,0.351,1.0,0.3254
mérite,0.2508,0.1818,0.3486,0.1818,0.3465,0.1818,0.3536,0.3333,0.3248
comité,0.2782,0.5714,0.319,0.5714,0.3798,0.5714,0.3208,0.4615,0.3245
protection,0.3107,0.75,0.2904,0.75,0.3705,0.75,0.3205,0.8889,0.323
choix,0.2593,0.5714,0.3212,0.75,0.3416,0.8235,0.3673,0.8235,0.3224
prochain,0.3507,0.75,0.199,0.8235,0.3984,0.9474,0.3361,0.8889,0.321
efficace,0.1858,0.5714,0.3658,1.0,0.3263,0.8889,0.4054,0.9474,0.3208
emploi,0.2008,0.8889,0.3166,0.9474,0.3447,0.9474,0.4159,1.0,0.3195
communiste,0.2785,0.75,0.2821,0.75,0.3662,0.8889,0.3505,0.9474,0.3193
ville,0.3362,0.75,0.3001,0.8235,0.3095,0.75,0.3312,0.75,0.3192
manifester,0.1955,0.75,0.3503,0.5714,0.3578,0.75,0.3724,0.6667,0.319
sortant,0.2085,0.4615,0.2228,0.5714,0.5432,0.8889,0.3011,0.5714,0.3189
maison,0.3215,0.75,0.3868,0.8889,0.2963,1.0,0.2698,0.9474,0.3186
pension,0.2732,0.6667,0.224,0.5714,0.3307,0.8235,0.4459,0.8889,0.3185
démocrate,0.2372,0.8235,0.2455,0.8235,0.3849,0.9474,0.4065,0.8889,0.3185
auprès,0.3277,0.8235,0.3408,0.8889,0.2731,0.8235,0.3309,0.9474,0.3181
land,0.2495,0.8235,0.2853,0.8235,0.357,0.9474,0.3791,0.75,0.3177
académique,0.268,0.3333,0.2751,0.4615,0.3859,0.4615,0.339,0.4615,0.317
bernard,0.2912,0.5714,0.3241,0.6667,0.3466,0.75,0.3058,0.4615,0.3169
loisir,0.2682,0.75,0.1958,0.6667,0.4645,0.8235,0.3381,0.6667,0.3166
stimmen,0.1912,1.0,0.3201,1.0,0.4309,0.9474,0.3212,0.8889,0.3158
artisanat,0.2717,0.8235,0.3135,0.75,0.306,0.8235,0.3714,0.8889,0.3157
ingénieur,0.2672,0.8235,0.3593,0.8235,0.3326,0.8235,0.2984,0.8235,0.3144
enfant,0.2692,0.4615,0.2639,0.6667,0.4301,0.6667,0.2942,0.5714,0.3143
liberté,0.2659,0.8889,0.2918,0.8235,0.3198,0.8889,0.3796,0.8235,0.3142
député,0.3037,0.8235,0.3159,0.9474,0.4463,0.6667,0.1897,0.5714,0.3139
minimum,0.2233,0.75,0.2574,0.75,0.3069,0.9474,0.4672,0.9474,0.3137
attacher,0.217,0.8889,0.3539,0.8889,0.3295,0.8235,0.3518,0.9474,0.313
autoroute,0.3005,1.0,0.3719,0.8889,0.29,0.8235,0.2871,1.0,0.3124
paul,0.232,0.6667,0.3492,0.8235,0.3349,0.8235,0.3315,0.5714,0.3119
wenn,0.2154,0.8235,0.3214,0.8889,0.4233,1.0,0.2832,0.9474,0.3108
gegen,0.2332,0.75,0.3328,0.8889,0.3563,0.9474,0.3141,0.8889,0.3091
neuen,0.1754,0.8889,0.3338,0.8889,0.3645,1.0,0.362,1.0,0.3089
jahre,0.2418,0.6667,0.3037,0.9474,0.4274,0.8889,0.2569,0.8235,0.3074
gauche,0.2305,0.6667,0.2792,0.8235,0.3299,0.8235,0.3891,0.9474,0.3072
production,0.3078,0.8889,0.2386,0.75,0.393,0.9474,0.2815,1.0,0.3053
école,0.2304,0.5714,0.2967,0.8235,0.3477,0.8235,0.3447,0.8235,0.3049
zone,0.2171,0.8889,0.3905,0.9474,0.3219,0.8889,0.2885,0.8889,0.3045
lycée,0.2563,0.75,0.3253,0.8235,0.3287,0.75,0.3014,0.8235,0.3029
difficulté,0.3075,0.8889,0.2904,0.8889,0.2332,0.75,0.3794,0.9474,0.3026
militant,0.2563,0.75,0.2769,0.5714,0.4473,0.8235,0.229,0.75,0.3024
respect,0.2514,0.8889,0.2245,0.8889,0.3597,0.9474,0.3663,0.9474,0.3005
syndical,0.2957,0.8889,0.2335,0.75,0.3168,0.9474,0.3551,0.8235,0.3003
logement,0.2161,0.8235,0.284,0.8889,0.2665,0.8889,0.4316,1.0,0.2995
jacques,0.2816,0.5714,0.339,0.6667,0.333,0.8235,0.2442,0.5714,0.2994
directeur,0.3756,0.75,0.2181,0.75,0.2669,0.8889,0.3333,0.75,0.2985
étude,0.3293,0.75,0.2739,0.75,0.2816,0.6667,0.3003,0.6667,0.2963
implantation,0.3141,0.75,0.3873,0.75,0.2564,0.8889,0.2277,0.8889,0.2963
avocat,0.2684,0.5714,0.3113,0.6667,0.3447,0.6667,0.2604,0.5714,0.2962
departement,0.2181,0.4615,0.3034,0.4615,0.3118,0.4615,0.35,0.5714,0.2958
jeune,0.2595,0.9474,0.3356,0.9474,0.2837,0.8889,0.3039,0.9474,0.2957
ihnen,0.209,0.8889,0.3151,0.8889,0.3631,0.8889,0.2951,1.0,0.2956
neue,0.2114,0.8889,0.2688,0.9474,0.3326,0.9474,0.3676,0.8235,0.2951
robert,0.2794,0.75,0.2995,0.6667,0.3088,0.8889,0.2917,0.75,0.2949
site,0.268,0.75,0.3088,0.75,0.3131,0.75,0.2866,0.8235,0.2941
dies,0.164,0.9474,0.2707,0.9474,0.4206,1.0,0.3187,0.9474,0.2935
claude,0.2667,0.8235,0.304,0.8235,0.3382,0.8235,0.2639,0.6667,0.2932
wurde,0.2193,0.8889,0.2973,0.9474,0.2919,1.0,0.3624,0.75,0.2927
enseignement,0.3381,0.75,0.3634,0.8235,0.2256,0.75,0.2432,0.9474,0.2925
général,0.2326,0.5714,0.2102,0.5714,0.368,0.5714,0.3534,0.4615,0.2911
sportif,0.1859,0.5714,0.2819,0.6667,0.3017,0.75,0.3946,0.75,0.291
wählen,0.2221,0.9474,0.2773,0.8235,0.2995,0.9474,0.3652,0.8889,0.291
vallée,0.2829,0.8235,0.3143,0.75,0.2748,0.8889,0.2878,0.8235,0.2899
seit,0.2326,0.6667,0.2835,0.6667,0.2696,0.75,0.3694,0.8889,0.2888
revenu,0.1762,0.75,0.218,0.75,0.4376,0.8889,0.3203,0.9474,0.288
france,0.3013,0.8889,0.249,0.8235,0.2752,0.8235,0.3205,0.9474,0.2865
ancien,0.2724,0.9474,0.288,0.8889,0.2914,0.8889,0.2937,0.9474,0.2864
permanence,0.2359,0.75,0.2907,0.75,0.3472,0.8889,0.268,0.8889,0.2855
commerce,0.2286,0.75,0.2532,0.6667,0.3505,0.75,0.3054,0.8235,0.2844
centre,0.1879,0.8889,0.2984,0.9474,0.3283,0.9474,0.3179,0.9474,0.2831
aber,0.1936,0.9474,0.2674,0.8889,0.31,0.8889,0.3601,0.9474,0.2828
zukunft,0.2383,0.8235,0.2955,0.9474,0.2913,0.9474,0.3055,0.8889,0.2827
mich,0.2148,0.8889,0.3463,0.9474,0.2936,0.9474,0.275,0.8889,0.2824
confiance,0.293,0.5714,0.2503,0.6667,0.3704,1.0,0.207,0.75,0.2802
personne,0.1773,0.6667,0.2671,0.75,0.3282,0.8235,0.3399,0.8889,0.2781
région,0.2268,0.8235,0.1874,0.75,0.2628,0.8235,0.4275,1.0,0.2761
habitant,0.2332,0.5714,0.2341,0.6667,0.3257,0.6667,0.3099,0.6667,0.2757
durch,0.2486,0.75,0.3078,0.8235,0.2628,0.75,0.2815,0.9474,0.2752
association,0.3011,0.8235,0.2707,0.8235,0.2922,0.8235,0.2364,0.6667,0.2751
unseres,0.2288,0.9474,0.3617,0.8889,0.2333,0.8889,0.2762,0.9474,0.275
diese,0.2444,0.8235,0.3428,0.8235,0.3004,1.0,0.2124,0.75,0.275
palme,0.2159,0.1818,0.2505,0.4615,0.3327,0.4615,0.2975,0.4615,0.2742
président,0.1827,0.6667,0.3072,0.9474,0.3083,0.8235,0.2948,0.75,0.2732
parti,0.2534,0.6667,0.1929,0.5714,0.3229,0.75,0.3223,0.75,0.2729
construction,0.203,0.75,0.2943,0.8235,0.2432,0.75,0.35,0.8235,0.2726
sowie,0.2093,0.8235,0.3227,0.75,0.2766,1.0,0.2805,0.8235,0.2723
équipement,0.2583,0.8235,0.2472,0.75,0.2649,0.9474,0.3168,0.9474,0.2718
commune,0.2295,0.5714,0.2227,0.5714,0.2773,0.6667,0.3561,0.75,0.2714
alle,0.2544,0.75,0.3001,0.8235,0.225,0.75,0.2947,0.8235,0.2685
nach,0.2545,0.75,0.3333,0.8235,0.2655,0.8889,0.2188,0.8235,0.268
frankreich,0.2175,0.8235,0.287,0.9474,0.3002,1.0,0.2664,0.9474,0.2678
poursuivre,0.2882,0.75,0.2315,0.8889,0.2674,0.6667,0.28,0.8889,0.2668
artisan,0.3043,0.75,0.2306,0.6667,0.2462,0.5714,0.2799,0.6667,0.2653
andré,0.2413,0.5714,0.2743,0.6667,0.2953,0.6667,0.2491,0.8235,0.265
combattant,0.1888,0.75,0.2371,0.8235,0.3755,0.8889,0.2558,0.8235,0.2643
tête,0.2772,0.4615,0.2211,0.6667,0.1873,0.6667,0.3682,0.6667,0.2635
dévouement,0.2575,0.4615,0.2411,0.6667,0.2781,0.8235,0.2746,0.75,0.2628
problème,0.2834,0.8235,0.2596,0.8889,0.2561,0.75,0.2481,0.8889,0.2618
damit,0.2188,0.75,0.3224,0.8889,0.2423,0.8889,0.2547,0.8889,0.2596
republique,0.1634,0.5714,0.2337,0.5714,0.3257,0.5714,0.3112,0.75,0.2585
politik,0.1922,0.8889,0.2982,0.9474,0.2388,0.8889,0.3002,0.8235,0.2573
wieder,0.1516,1.0,0.2437,0.9474,0.3373,0.9474,0.2953,0.9474,0.2569
placer,0.3597,0.5714,0.1906,0.5714,0.176,0.4615,0.2883,0.8235,0.2537
ihren,0.2428,0.8889,0.2859,1.0,0.2411,0.9474,0.2416,1.0,0.2529
tourisme,0.2002,0.6667,0.2862,0.6667,0.2703,0.8235,0.2495,0.8235,0.2516
naître,0.2419,0.75,0.234,0.75,0.2612,0.8235,0.2578,0.6667,0.2487
industrie,0.178,0.6667,0.2707,0.8235,0.2892,0.8235,0.2564,0.8889,0.2486
müssen,0.1516,0.8889,0.2656,0.8889,0.2857,0.8235,0.2906,0.8235,0.2484
einen,0.2295,0.8235,0.2341,0.8235,0.3203,0.8889,0.2093,0.8235,0.2483
professeur,0.2231,0.4615,0.2432,0.4615,0.2711,0.75,0.2535,0.6667,0.2477
membre,0.2214,0.6667,0.2613,0.6667,0.2522,0.75,0.2544,0.5714,0.2473
honneur,0.1605,0.5714,0.2111,0.3333,0.3411,0.5714,0.2753,0.4615,0.247
pierre,0.1917,0.6667,0.2918,0.75,0.2839,0.75,0.2199,0.6667,0.2468
muss,0.1874,0.8235,0.235,0.8889,0.2157,0.9474,0.3467,0.8889,0.2462
commerçant,0.3435,0.8235,0.1902,0.6667,0.2071,0.8235,0.2439,0.8235,0.2462
développement,0.2324,0.8235,0.2533,0.9474,0.2595,0.8889,0.2348,0.9474,0.245
local,0.2805,0.75,0.244,0.8235,0.2202,0.75,0.2219,0.8889,0.2416
père,0.1983,0.5714,0.1971,0.6667,0.2254,0.75,0.3314,0.75,0.2381
médaille,0.2124,0.3333,0.2377,0.4615,0.271,0.5714,0.2283,0.3333,0.2373
unser,0.2077,0.9474,0.2587,1.0,0.2685,0.9474,0.2111,0.9474,0.2365
agriculture,0.1573,0.3333,0.2163,0.5714,0.1559,0.4615,0.4147,0.8235,0.236
commission,0.2207,0.4615,0.1842,0.5714,0.2798,0.4615,0.2572,0.6667,0.2355
retraite,0.1671,0.75,0.1565,0.75,0.2781,0.8889,0.3389,0.9474,0.2352
wahl,0.2068,0.9474,0.2368,0.8889,0.2497,0.8889,0.2416,0.8889,0.2337
départemental,0.2036,0.4615,0.2281,0.5714,0.2611,0.4615,0.2418,0.5714,0.2336
ihre,0.1564,0.75,0.2383,0.8235,0.2874,0.75,0.2524,0.8889,0.2336
noch,0.1822,0.8889,0.2106,0.75,0.2496,0.8235,0.2903,0.8889,0.2332
rural,0.1952,0.75,0.2424,0.8235,0.226,0.8889,0.2683,0.8235,0.233
wollen,0.1729,0.8889,0.2512,0.8889,0.2408,1.0,0.2657,0.9474,0.2326
entwicklung,0.1528,0.8235,0.3155,0.8235,0.2401,0.8889,0.2215,0.75,0.2325
handicapé,0.1966,0.6667,0.2348,0.8235,0.2284,0.9474,0.2661,0.9474,0.2315
croix,0.2094,0.1818,0.2445,0.4615,0.2257,0.6667,0.2433,0.4615,0.2307
agriculteur,0.1377,0.4615,0.1426,0.4615,0.4271,0.8889,0.2128,0.4615,0.2301
seiner,0.162,0.6667,0.2485,0.8889,0.2642,0.9474,0.2314,0.8889,0.2265
elsass,0.1806,0.75,0.2592,0.75,0.2434,0.8889,0.2176,0.9474,0.2252
allen,0.1976,0.8889,0.2656,0.9474,0.1941,0.8889,0.2399,0.9474,0.2243
unserer,0.1896,0.75,0.2408,0.8235,0.2472,0.75,0.2189,0.8889,0.2241
mehr,0.1377,0.75,0.2863,0.5714,0.2561,0.8235,0.2118,0.5714,0.223
docteur,0.1661,0.5714,0.204,0.4615,0.2673,0.8235,0.2476,0.75,0.2212
officier,0.18,0.1818,0.2879,0.3333,0.2187,0.4615,0.193,0.4615,0.2199
unsere,0.1889,0.6667,0.2344,0.75,0.2268,0.8889,0.2225,0.8235,0.2181
electeur,0.1295,0.6667,0.1857,0.5714,0.2649,0.6667,0.2887,0.8235,0.2172
können,0.184,0.75,0.2169,0.8889,0.195,0.8235,0.236,0.9474,0.208
seinen,0.1404,0.8235,0.2001,0.9474,0.2374,0.9474,0.252,0.8889,0.2075
conseil,0.1917,0.4615,0.2254,0.4615,0.2243,0.4615,0.1816,0.3333,0.2058
marié,0.2166,0.4615,0.2015,0.5714,0.2169,0.5714,0.1852,0.6667,0.205
kann,0.1528,0.8235,0.1998,0.75,0.2024,0.8889,0.2651,0.9474,0.205
haben,0.1804,0.6667,0.2002,0.8235,0.236,0.75,0.2009,0.8235,0.2044
mademoiselle,0.1424,0.4615,0.1995,0.5714,0.2666,0.5714,0.2082,0.4615,0.2042
geben,0.1937,0.9474,0.2344,1.0,0.1849,1.0,0.2011,1.0,0.2035
einem,0.1771,0.8889,0.2141,0.8235,0.2249,0.8889,0.1935,1.0,0.2024
agricole,0.1303,0.75,0.142,0.4615,0.2659,0.8235,0.2639,0.8235,0.2005
canton,0.1706,0.6667,0.2264,0.4615,0.231,0.4615,0.1687,0.5714,0.1992
secrétaire,0.182,0.75,0.1621,0.5714,0.1993,0.6667,0.2484,0.5714,0.198
dass,0.1608,0.8235,0.1922,0.75,0.2009,0.75,0.2221,0.8235,0.194
jean,0.1671,0.6667,0.1694,0.6667,0.1957,0.8235,0.1832,0.8235,0.1789
adjoint,0.1342,0.5714,0.1752,0.5714,0.2056,0.75,0.2,0.5714,0.1788
dimanche,0.122,0.6667,0.1533,0.4615,0.2062,0.75,0.2299,0.8235,0.1779
sind,0.1245,0.75,0.2241,0.8889,0.1661,0.8889,0.1968,0.9474,0.1779
einer,0.1678,0.75,0.1615,0.6667,0.1912,0.8889,0.1739,0.8889,0.1736
werden,0.1205,0.6667,0.1717,0.75,0.2298,0.8235,0.1709,0.75,0.1732
marier,0.1927,0.3333,0.1792,0.4615,0.1585,0.5714,0.1528,0.4615,0.1708
municipal,0.1364,0.75,0.1571,0.6667,0.1766,0.75,0.2058,0.5714,0.169
wird,0.1423,0.75,0.186,0.75,0.1896,0.8889,0.1536,0.8235,0.1679
légion,0.1332,0.3333,0.179,0.3333,0.1781,0.5714,0.1677,0.3333,0.1645
nicht,0.1203,0.6667,0.1688,0.8235,0.1449,0.8235,0.2,0.75,0.1585
remercier,0.1558,0.4615,0.1605,0.3333,0.1554,0.5714,0.1606,0.4615,0.1581
sich,0.1362,0.5714,0.1295,0.6667,0.1994,0.8235,0.1545,0.8235,0.1549
election,0.1325,0.5714,0.1055,0.3333,0.2099,0.6667,0.1474,0.5714,0.1488
chevalier,0.1089,0.0,0.1559,0.1818,0.1547,0.1818,0.1651,0.4615,0.1461
eine,0.1238,0.5714,0.1645,0.6667,0.1356,0.8235,0.1365,0.6667,0.1401
maire,0.0833,0.4615,0.0919,0.4615,0.1378,0.6667,0.1584,0.5714,0.1178
conseiller,0.0748,0.5714,0.1376,0.5714,0.1033,0.75,0.1363,0.75,0.113
